,,,,,,,,,,,,,,,,,,,,,,,,,,
数据导出日期为2023-02-02，点击企业名称可查看最新数据。更多企业信息请访问：aiqicha.baidu.com ,,,,,,,,,,,,,,,,,,,,,,,,,,
企业名称,经营状态,法定代表人,注册资本,实缴资本,成立日期,核准日期,营业期限,所属省份,所属城市,所属区县,电话,更多电话,邮箱,更多邮箱,统一社会信用代码,纳税人识别号,工商注册号,组织机构代码,参保人数,企业类型,所属行业,曾用名,注册地址,最新年报地址,网址,经营范围
深圳市金泓装修有限公司,开业,何俊,10万(元),-,2020-04-09,2020-04-09,-,广东省,深圳市,宝安区,18820171389,-,-,-,91440300MA5G4KHN3J,91440300MA5G4KHN3J,440300209847415,MA5G4KHN-3,0人,有限责任公司(自然人独资),建筑装饰、装修和其他建筑业,-,深圳市宝安区西乡街道臣田社区臣田村西区61号101,深圳市宝安区西乡街道臣田社区臣田村西区61号101,-,一般经营项目是：室内外装饰、装修工程；土建工程；防水补漏工程。（法律、行政法规或者国务院决定禁止和规定在登记前须经批准的项目除外），许可经营项目是：
欧艺航装修设计(深圳)有限公司,开业,胡纲良,10万(元),10万(元),2020-07-27,2020-07-27,-,广东省,深圳市,龙华区,13144844466,-,13144844466@163.com,-,91440300MA5GAK2TXG,91440300MA5GAK2TXG,440300210981377,MA5GAK2T-X,0人,有限责任公司(自然人独资),建筑装饰、装修和其他建筑业,-,深圳市龙华区福城街道桔塘社区新塘村东区1号A603,深圳市龙华区福城街道桔塘社区新塘村东区1号A603,-,一般经营项目是：建筑装修、装饰工程的设计与施工；国内贸易。（法律、行政法规禁止的项目除外；法律、行政法规限制的项目须取得许可后方可经营），许可经营项目是：无
深圳市文萱装修有限公司,开业,肖荣,10万(元),-,2020-05-15,2020-05-15,-,广东省,深圳市,宝安区,13689532719,-,1967965609@qq.com,-,91440300MA5G6LX868,91440300MA5G6LX868,440300210186895,MA5G6LX8-6,0人,有限责任公司(自然人独资),建筑装饰、装修和其他建筑业,-,深圳市宝安区航城街道三围社区三围东二巷9号104,深圳市宝安区航城街道三围社区三围东二巷9号104,-,一般经营项目是：，许可经营项目是：电焊工程，高空作业工程，水泥装修工程，水电安装工程。
深圳市家家有房装修有限公司,开业,姜燕,300万(元),-,2020-01-03,2022-01-05,-,广东省,深圳市,龙岗区,13751237696,-,13751237696@139.com,13751237696@qq.com,91440300MA5G1D79XA,91440300MA5G1D79XA,440300209178049,MA5G1D79-X,0人,有限责任公司(自然人独资),建筑装饰、装修和其他建筑业,-,深圳市龙岗区布吉街道可园社区可园花园七期19号楼B栋406,深圳市宝安区西乡街道西乡社区河东路95号永安商业城1205AB,-,一般经营项目是：建筑劳务分包；建筑防水材料的研发与销售；国内贸易，经营进出口业务。(法律、行政法规、国务院决定规定在登记前须经批准的项目除外），许可经营项目是：室内外装饰装修工程、室内外防尘工程、防腐工程、防漏工程、防静电工程、水电安装工程、园林绿化工程、吊顶安装工程、建筑装饰装修工程、建筑防水防腐保温工程的设计与施工。
深圳市永昌建筑设计装修工程有限公司,开业,甘水昌,300万(元),-,2020-09-02,2020-09-02,-,广东省,深圳市,龙岗区,13423803138,-,3176955103@qq.com,-,91440300MA5GCF0C5Y,91440300MA5GCF0C5Y,440300211316451,MA5GCF0C-5,0人,有限责任公司,建筑装饰、装修和其他建筑业,-,深圳市龙岗区平湖街道良安田社区良白路187号35栋114,深圳市龙岗区平湖街道良安田社区良白路187号35栋114,-,一般经营项目是：建筑装修装饰工程、园林绿化工程、水电工程、门窗工程、消防工程、体育场地设施工程。，许可经营项目是：无
深圳市致城装修有限公司,开业,许智斌,10万(元),-,2021-02-26,2021-02-26,-,广东省,深圳市,龙岗区,13823127950,-,364355420@qq.com,-,91440300MA5GM1QD5Q,91440300MA5GM1QD5Q,440300212968349,MA5GM1QD-5,-,有限责任公司(自然人独资),建筑装饰、装修和其他建筑业,-,深圳市龙岗区宝龙街道龙新社区桥东街18号双龙国际公寓601,深圳市龙岗区宝龙街道龙新社区桥东街18号双龙国际公寓601,-,一般经营项目是：五金机电、装饰材料、环保材料的销售，环保工程；建筑工程；室内外装修设计、施工；经营电子商务；国内贸易。，许可经营项目是：无
深圳市汇瑞装修有限公司,开业,潘青华,10万(元),-,2020-02-18,2020-06-02,-,广东省,深圳市,罗湖区,15889727275,-,2391239117@qq.com,-,91440300MA5G2DA000,91440300MA5G2DA000,440300209405786,MA5G2DA0-0,0人,有限责任公司,批发业,-,深圳市罗湖区翠竹街道翠岭社区翠竹路1076号翠拥华庭翠华阁17H,深圳市罗湖区翠竹街道翠岭社区翠竹路1076号翠拥华庭翠华阁17H,-,一般经营项目是：室内外装饰装修工程；环保工程；园林绿化工程；手脚架的租赁（不含金融租赁）及上门安装；电子产品、电子元器件、通讯器材、机械设备、机电设备、工艺礼品（象牙及其制品除外）、服装、布料、化工产品（不含危险化学品）、陶瓷、化妆品、玩具、塑胶制品、家具、五金交电、办公用品、珠宝首饰、汽车及汽车配件的销售；装饰材料、建筑材料、钢材、五金家电、空调设备、办公家具、家私的销售；国内贸易（法律、行政法规、国务院决定规定在登记前须经批准的项目除外）。（企业经营涉及行政许可的，须取得行政许可文件后方可经营），许可经营项目是：
深圳市鑫翔装修有限公司,开业,鲁志红,10万(元),-,2021-04-29,2021-04-29,-,广东省,深圳市,龙岗区,15767909112,-,15767909112@163.com,-,91440300MA5GQQWJ2Q,91440300MA5GQQWJ2Q,440300213637804,MA5GQQWJ-2,0人,有限责任公司(自然人独资),建筑装饰、装修和其他建筑业,-,深圳市龙岗区坪地街道年丰社区年丰吉康巷11号101,深圳市龙岗区坪地街道年丰社区年丰吉康巷11号101,-,一般经营项目是：室内外装饰工程设计、施工；建材、装修材料的购销；国内贸易，许可经营项目是：无
深圳市新想事成装修有限公司,开业,张新闻,2万(元),-,2020-08-03,2022-07-29,2020-08-03 至 9999-12-31,广东省,深圳市,罗湖区,13823568169,-,13823568169@163.com,-,91440300MA5GB08955,91440300MA5GB08955,440300211055249,MA5GB089-5,0人,有限责任公司(自然人独资),建筑装饰、装修和其他建筑业,-,深圳市罗湖区南湖街道嘉北社区人民南路3012号天安国际大厦C栋1704S2,深圳市南山区桃源街道珠光社区珠光路新屋村西区14号204,-,一般经营项目是：建筑材料、装饰材料、家私、五金交电的销售；企业形象策划；国内贸易；经营进出口业务。（以上法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营；家政服务；办公设备、家用电器（家用电子产品、日用电器）修理；机械设备清洗；国内、国际货运代理；从事装卸、搬运业务。（以上根据法律、行政法规、国务院决定等规定需要审批的，依法取得相关审批文件后方可经营），许可经营项目是：室内室外装饰装修工程设计与施工、园林景观工程、绿化工程的设计与施工；普通货运。
深圳市创塘装修材料有限公司,开业,马晓华,150万(元),-,2020-12-16,2020-12-17,-,广东省,深圳市,南山区,18476554513,-,18476554513@qq.com,-,91440300MA5GJ3TJ27,91440300MA5GJ3TJ27,440300212359005,MA5GJ3TJ-2,0人,有限责任公司,零售业,-,深圳市南山区南头街道红花园社区红花园村87号202,深圳市南山区南头街道红花园社区红花园村87号202,-,一般经营项目是：建筑工程施工、装饰、装修（取得建设行政主管部门颁发的资质证书方可经营）；电气安装；管道和设备安装；建材、化工产品类:建筑和装饰装修材料、建筑声学光学材料、环保节能材料批发、销售；涂料、油墨、颜料、染料、橡胶制品、塑料制品的销售。，许可经营项目是：无
深圳市广群装修设计工程有限公司,开业,梁上洪,50万(元),-,2020-05-27,2020-05-27,-,广东省,深圳市,龙岗区,18025357493,13751180861,758878026@qq.com,-,91440300MA5G7ACJ8P,91440300MA5G7ACJ8P,440300210299848,MA5G7ACJ-8,0人,有限责任公司,建筑装饰、装修和其他建筑业,-,深圳市龙岗区布吉街道龙珠社区京南路4号泉森红木棉创意园一栋201-A209,深圳市龙岗区布吉街道龙珠社区京南路4号泉森红木棉创意园一栋201-A209,-,一般经营项目是：钢结构工程、智能化工程、消防工程、建筑工程、幕墙工程、环保工程、防水防腐工程、园林绿化工程、园林景观工程、装饰装修工程、机电工程、水电安装工程的设计与施工、设计技术咨询、造价编制、造价咨询服务；国内贸易；货物及技术进出口。，许可经营项目是：
深圳市佰里家装修设计有限公司,开业,文福恒,10万(元),-,2020-12-04,2020-12-04,-,广东省,深圳市,宝安区,13510612701,13413681593,1910950276@qq.com,-,91440300MA5GHBT91W,91440300MA5GHBT91W,440300212215071,MA5GHBT9-1,0人,有限责任公司,建筑装饰、装修和其他建筑业,-,深圳市宝安区新桥街道万丰社区东宝小区10号正海华府A栋A二单元9E,深圳市宝安区新桥街道万丰社区东宝小区10号正海华府A栋A二单元9E,-,一般经营项目是：建筑装修装饰设计；建筑幕墙设计；五金交电、装饰材料、建筑材料、陶瓷制品的销售；建筑幕墙、门窗及建筑金属构件的研发设计、销售；货物进出口、技术进出口（不含国家禁止或限制的货物和技术）。(法律、行政法规、国务院决定规定在登记前须经批准的项目除外; 依法须经批准的项目，经相关部门批准后方可开展经营活动。），许可经营项目是：建筑工程施工总承包（民用建筑工程、工业建筑工程、构筑物工程以及相配套的道路、通信、管网管线等设施工程，以及地基与基础、主体结构、建筑屋面、附建人防工程、给水排水及供暖工程）；建筑装修装饰工程专业承包；建筑幕墙工程专业承包；金属门窗工程专业承包；机电设备安装工程专业承包；消防设施工程专业承包；建筑智能化工程专业承包。
深圳市亲山棚装修工程有限公司,开业,余祖权,50万(元),-,2021-06-21,2021-06-21,-,广东省,深圳市,宝安区,13715077988,-,599150722@qq.com,-,91440300MA5GUDRE6P,91440300MA5GUDRE6P,440300214125519,MA5GUDRE-6,0人,有限责任公司(自然人独资),建筑装饰、装修和其他建筑业,-,深圳市宝安区石岩街道龙腾社区松白路2768号添好工业区A栋宿舍楼207,深圳市宝安区石岩街道龙腾社区松白路2768号添好工业区A栋宿舍楼207,-,一般经营项目是：土石方工程施工；园林绿化工程施工；房屋拆迁服务；工程技术服务（规划管理、勘察、设计、监理除外）；建筑材料销售；轻质建筑材料销售；建筑用钢筋产品销售；建筑砌块销售；建筑装饰材料销售；国内贸易代理；互联网销售（除销售需要许可的商品）；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；工程和技术研究和试验发展。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动），许可经营项目是：各类工程建设活动；住宅室内装饰装修；建筑智能化工程施工；建设工程设计；建筑智能化系统设计；进出口代理；货物进出口；技术进出口。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）
深圳市维旦装修设计有限公司,开业,刘孟军,50万(元),-,2020-12-11,2020-12-11,-,广东省,深圳市,龙岗区,18274818668,-,531661728@qq.com,-,91440300MA5GHQFP44,91440300MA5GHQFP44,440300212291930,MA5GHQFP-4,-,有限责任公司(自然人独资),批发业,-,深圳市龙岗区龙城街道黄阁坑社区清林路562号留学生公寓2号楼405,深圳市龙岗区龙城街道黄阁坑社区清林路562号留学生公寓2号楼405,-,一般经营项目是：室内外装饰工程的设计与施工﹔工业设计﹔家具的定制设计及销售、上门安装、上门维护﹔自有房屋租赁;物业管理﹔建筑材料的销售﹔装饰装修工程、装饰设计工程、幕墙工程;广告装饰设计、装修设计﹔建筑工程。国内贸易，货物及技术进出口。，许可经营项目是：无
深圳市忠林装修装饰工程有限公司,开业,李忠林,100万(元),-,2021-03-17,2022-05-24,2021-03-17 至 9999-12-31,广东省,深圳市,龙岗区,13266510787,-,13826538856@139.com,-,91440300MA5GN4HJ04,91440300MA5GN4HJ04,440300213161991,MA5GN4HJ-0,0人,有限责任公司(自然人独资),建筑装饰、装修和其他建筑业,-,深圳市龙岗区龙城街道盛平社区龙城大道132号汇龙天下132-9号,深圳市龙岗区龙城街道盛平社区龙城大道132号汇龙天下132-9号,-,一般经营项目是：室内外装饰工程设计及施工；住宅、办公、工厂、商业、地产、酒店装修装饰整装一体化服务；城市园林绿化、景观设计、土木建筑工程、油漆工程设计；屋顶防水工程施工、水电安装工程、机电工程施工；建筑物电力系统安装；消防工程、安装工程设计与施工；装潢装饰材料、建材、家私、办公家具、五金产品的销售；广告策划、企业品牌形象策划、展览展示策划、广告发布、大型招牌、智能灯光工程设计与施工，许可经营项目是：无
